Date;CAPE
2010.12;22.4
2011.01;22.98
2011.02;23.49
2011.03;22.9
2011.04;23.14
2011.05;23.06
2011.06;22.1
2011.07;22.61
2011.08;20.05
2011.09;19.7
2011.1;20.16
2011.11;20.35
2011.12;20.52
2012.01;21.21
2012.02;21.8
2012.03;22.05
2012.04;21.78
2012.05;20.94
2012.06;20.55
2012.07;21
2012.08;21.41
2012.09;21.78
2012.1;21.58
2012.11;20.9
2012.12;21.24
2013.01;21.9
2013.02;22.05
2013.03;22.42
2013.04;22.6
2013.05;23.41
2013.06;22.93
2013.07;23.49
2013.08;23.36
2013.09;23.44
2013.1;23.83
2013.11;24.64
2013.12;24.86
2014.01;24.86
2014.02;24.59
2014.03;24.96
2014.04;24.79
2014.05;24.94
2014.06;25.56
2014.07;25.82
2014.08;25.62
2014.09;25.92
2014.1;25.16
2014.11;26.61
2014.12;26.79
2015.01;26.49
2015.02;27
2015.03;26.73
2015.04;26.79
2015.05;26.81
2015.06;26.5
2015.07;26.38
2015.08;25.69
2015.09;24.5
2015.1;25.49
2015.11;26.23
2015.12;25.97
2016.01;24.21
2016.02;24
2016.03;25.37
2016.04;25.92
2016.05;25.69
2016.06;25.84
2016.07;26.69
2016.08;26.95
2016.09;26.73
2016.1;26.53
2016.11;26.85
2016.12;27.87
2017.01;28.06
2017.02;28.66
2017.03;29.09
2017.04;28.9
2017.05;29.31
2017.06;29.75
2017.07;30
2017.08;29.91
2017.09;30.17
2017.1;30.92
2017.11;31.3
2017.12;32.09
2018.01;33.31
2018.02;32.04
2018.03;31.81
2018.04;30.97
2018.05;31.24
2018.06;31.63
2018.07;31.89
2018.08;32.39
2018.09;32.62
2018.1;31.04
2018.11;30.2
2018.12;28.29
2019.01;28.38
2019.02;29.54
2019.03;29.58
2019.04;30.13
2019.05;29.24
2019.06;29.28
2019.07;29.99
2019.08;28.71
2019.09;29.23
2019.1;28.84
2019.11;29.84
2019.12;30.33
2020.01;30.99
2020.02;30.73
2020.03;24.82
2020.04;25.93
2020.05;27.33
2020.06;28.84
2020.07;29.6
2020.08;31.16
2020.09;30.84
2020.1;31.28
2020.11;32.47
2020.12;33.77
2021.01;34.51
2021.02;35.1
2021.03;35.04
2021.04;36.72
2021.05;36.55
2021.06;36.7
2021.07;37.44
2021.08;37.97
2021.09;37.62
2021.1;37.25
2021.11;38.58
2021.12;38.3
2022.01;36.94
2022.02;35.29
2022.03;34.27
2022.04;33.89
2022.05;30.67
2022.06;29.05
2022.07;29
2022.08;30.7
2022.09;28.23
2022.1;27.08
2022.11;28.38
2022.12;28.32
2023.01;28.33
2023.02;28.98
2023.03;28.06
2023.04;28.91
